,N,Dis_count,NMISS,SUM,MEAN,MEDIAN,STD,VAR,MIN,P1,P5,P10,P25,P50,P75,P90,P95,P99,MAX
Col13,16272.0,16243.0,7.128588550881799,151391.01371468298,9.303774195838415,9.2845470055,1.7094280693329937,2.9221443242235265,-1.7147984280000002,4.903574881870001,6.67234065545,7.278551602,8.2190377935,9.2845470055,10.42788059,11.442812456,12.019473809,13.2397248534,16.49609009
Col14,16277.0,16249.0,7.100051366931111,148856.964643835,9.145233436372466,9.365443782,1.9028258826312054,3.620746339611226,-2.772588722,2.89074512864,5.4427878304,6.872503565200001,8.381573334,9.365443782,10.27098409,11.168657896,11.738714062,12.944496336799999,16.74930458
Col15,16275.0,16235.0,7.111466240511387,152667.724694576,9.380505357577645,9.595964385,1.905931104426049,3.6325733748186986,-2.48491065,3.0054738253799997,5.636315221599999,7.153707105999999,8.649442928500001,9.595964385,10.510450335,11.405461161999998,11.951994807999998,13.1177444692,16.53287404
Col16,16278.0,16263.0,7.094343930140974,150181.066276344,9.226014637937348,9.202663892,1.618021977060021,2.617995118249219,-1.8201589440000001,5.29856115978,6.713041454500001,7.2563219124,8.131814960749999,9.202663892,10.320927287499998,11.286893032,11.825438687499998,12.958844872999999,16.28197745
Col17,16051.0,4991.0,8.389932081502199,17297.867153,1.0776815870040108,1.111111,0.1512200425739359,0.022867501276062987,0.005103,0.38170499999999996,0.8263355000000001,0.970043,1.0,1.111111,1.1502660000000002,1.2,1.248637,1.261989,2.1011610000000003
Col18,14661.0,14638.0,16.32326921979339,51133.4815,3.48772126730783,1.344956,21.767014320158626,473.80291241399067,-1071.697234,0.04246899999999999,0.220887,0.368498,0.721331,1.344956,2.7256110000000002,5.764579,10.429488000000001,42.30211979999995,1384.939818
Col21,16280.0,16132.0,7.082929056560698,16565.57671737,1.0175415674060246,0.97792364,0.645895841888306,0.4171814385686035,0.00014312,0.08819281439999997,0.2800790984,0.41259387560000005,0.65930984525,0.97792364,1.3032612234999998,1.6303117175,1.8711512740499994,2.4988727513699995,38.11568512
Col22,16277.0,16102.0,7.100051366931111,19202.297795968,1.179719714687472,1.070231625,3.470840547599583,12.046734106861374,0.0,0.0627031534,0.2554770396000001,0.4146770302,0.703958173,1.070231625,1.483408887,2.000926569,2.3479364021999998,2.96132968536,432.6766699
Col23,16278.0,16141.0,7.094343930140974,12387.340072638,0.7609866121537067,0.7051770105,0.48145802310446245,0.2318018280116571,0.0,0.10962733925,0.2516829848,0.34043089570000007,0.5065677367499999,0.7051770105,0.930642106,1.2175946304000003,1.4746525187,2.1100792345399997,26.96868523
Col24,16275.0,16114.0,7.111466240511387,14427.620000439001,0.8864897081682946,0.779141366,0.6414377015998267,0.41144232503366834,0.0,0.05111624492,0.1896929671,0.29264633900000003,0.5019620680000001,0.779141366,1.174925597,1.6547176758000002,1.9730122097999996,2.2299152032200005,42.41254284
Col25,17521.0,16163.0,0.0,3358.3679062530005,0.19167672542965564,0.228303807,0.3184598188482629,0.10141665622086844,-1.220481108,-0.8394627352,-0.476233006,-0.157065537,0.07194218,0.228303807,0.34277534,0.517961959,0.66013807,0.9258248903999988,1.2204717379999999
Col26,17521.0,16108.0,0.0,2505.530536874,0.14300157164967742,0.18355135,0.31615190259329523,0.09995202551336045,-1.220484876,-0.8294035348000001,-0.501393524,-0.248328672,0.0,0.18355135,0.298578911,0.47051278399999996,0.60737937,0.8921594281999999,1.220484876
Col27,16839.0,14513.0,3.892471890873809,4827.216045887,0.28666880728589184,0.326920589,0.5609266540201862,0.3146387111902816,-1.414213577,-1.4142135619999998,-0.9011272341,-0.5454470511999997,0.15045445000000002,0.326920589,0.528439061,0.9448498310000002,1.4142135619999998,1.4142135619999998,1.414213571
Col29,17521.0,8.0,0.0,25197.0,1.4381028480109583,1.0,0.6973172064804246,0.4862512864536631,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,7.0
Col30,17521.0,7.0,0.0,24181.0,1.3801152902231608,1.0,0.6849837583945314,0.4692027492642978,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,7.0
Col31,17521.0,8.0,0.0,25709.0,1.4673249243764626,1.0,0.7689591316014972,0.5912981460733286,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,8.0
Col32,17521.0,32.0,0.0,28047.0,1.6007647965298784,1.0,1.7516520211447597,3.068284803180522,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,6.0,134.0
Col33,17521.0,16.0,0.0,24744.0,1.4122481593516352,1.0,0.7875070321132901,0.6201673256278826,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,23.0
Col34,17521.0,4.0,0.0,17487.0,0.9980594714913532,1.0,0.18627783142717086,0.03469943048120948,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
Col35,17521.0,5.0,0.0,1573.0,0.08977798070886366,0.0,0.3010426360852638,0.0906266687411646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0
Col36,17521.0,3.0,0.0,89499.0,5.108098852805205,5.0,0.8332851848916522,0.694364199359915,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0
Col42,15749.0,14889.0,10.113577992123737,17377293.388942998,1103.3902716961718,50.146667,37848.53380543001,1432511511.2207782,-12124.25,-49.0078,-22.208666800000003,-9.495999999999999,13.9,50.146667,124.83333300000001,325.97640000000007,603.2913331999987,3751.869400000003,2841461.51
Col43,15747.0,14777.0,10.124992865704012,15790593.784401003,1002.7683866387879,40.766667,47438.80340165546,2250440068.1809177,-12124.25,-49.6331,-23.3205,-11.210666999999997,9.557,40.766667,101.17225,271.19799999999987,526.4834000999998,2900.0031499999877,4928285.406
Col44,17521.0,10.0,0.0,50108.0,2.8598824268021232,3.0,1.4876395479187468,2.2130714245318934,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,5.0,6.0,9.0
Col45,17521.0,9.0,0.0,31246.0,1.7833456994463786,2.0,1.22896874287062,1.5103641709529918,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,5.0,8.0
Col46,17521.0,9.0,0.0,45286.0,2.5846698247816904,3.0,1.4094560447835547,1.9865663421769015,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,5.0,6.0,8.0
Col47,17521.0,8.0,0.0,26204.0,1.4955767364876433,1.0,1.14855247386498,1.3191727852213653,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,7.0
Col48,17521.0,8.0,0.0,40549.0,2.314308544032875,2.0,1.3133513296407782,1.7248917150691998,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,5.0,7.0
Col49,17521.0,8.0,0.0,20183.0,1.1519319673534616,1.0,1.0334462976688858,1.0680112501655274,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,7.0
Col50,17521.0,7.0,0.0,34637.0,1.9768848809999429,2.0,1.1871082236885284,1.4092259347489333,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,5.0,6.0
Col51,17521.0,7.0,0.0,11362.0,0.6484789680954284,0.0,0.8154466926021624,0.6649533084758056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,6.0
Col52,17521.0,6.0,0.0,41566.0,2.372353176188574,2.0,1.2523668887821806,1.568422824117959,0.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0
Col53,17521.0,6.0,0.0,30749.0,1.754979738599395,2.0,1.1940952522038821,1.4258634713358527,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0
Col54,17521.0,6.0,0.0,36847.0,2.103019234061983,2.0,1.2136272071194047,1.4728909978604467,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,5.0,5.0
Col55,17521.0,6.0,0.0,25784.0,1.4716055019690657,1.0,1.1194146927785178,1.2530892544084236,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0
Col56,17521.0,6.0,0.0,32197.0,1.8376234233205868,2.0,1.1417022118757054,1.3034839406018783,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0
Col57,17521.0,6.0,0.0,19844.0,1.1325837566348953,1.0,1.0106456166258782,1.0214045624051016,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,5.0
Col58,17521.0,6.0,0.0,26419.0,1.507847725586439,1.0,1.0439861191576283,1.0899070169938057,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0
Col59,17521.0,6.0,0.0,11126.0,0.6350094172707037,0.0,0.7960692969454238,0.6337263255391814,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,5.0
Col60,17521.0,3.0,0.0,16408.0,0.9364762285257691,1.0,0.7115444823497568,0.5062955503623833,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0
Col61,17521.0,3.0,0.0,15918.0,0.9085097882540951,1.0,0.717934839140554,0.5154304332517732,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0
Col62,17521.0,3.0,0.0,13889.0,0.7927058957822042,1.0,0.6967433955316119,0.48545135921692023,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0
Col63,17521.0,3.0,0.0,13220.0,0.754523143656184,1.0,0.6920621376239023,0.4789500023325652,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0
Col64,17521.0,3.0,0.0,11420.0,0.6517892814337081,1.0,0.6579582368509088,0.43290904143995657,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0
Col65,17521.0,3.0,0.0,10100.0,0.5764511158038925,0.0,0.6382876873521547,0.407411171825362,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0
Col66,17521.0,3.0,0.0,8512.0,0.4858170195765082,0.0,0.5991206231489971,0.3589455210824426,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0
Col67,17521.0,3.0,0.0,5582.0,0.318589121625478,0.0,0.5175920893449153,0.2679015709524348,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0
Col68,17521.0,10.0,0.0,45661.0,2.6060727127447065,3.0,1.3860672054908967,1.9211822981373434,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,5.0,6.0,9.0
Col69,17521.0,10.0,0.0,33962.0,1.9383596826665144,2.0,1.2506488831161566,1.56412262883969,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,5.0,9.0
Col70,17521.0,9.0,0.0,40380.0,2.3046629758575423,2.0,1.3051904861691637,1.703522205186498,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,5.0,8.0
Col71,17521.0,9.0,0.0,27917.0,1.5933451287026996,2.0,1.1588350324936731,1.3428986325346126,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,4.0,8.0
Col72,17521.0,8.0,0.0,36178.0,2.0648364819359624,2.0,1.2154904340368573,1.477416995235108,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,5.0,7.0
Col73,17521.0,8.0,0.0,22714.0,1.2963871925118429,1.0,1.0796440863866952,1.1656313532697617,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,7.0
Col74,17521.0,7.0,0.0,31454.0,1.7952171679698647,2.0,1.1254435756329852,1.266623241933559,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,4.0,6.0
Col75,17521.0,7.0,0.0,16254.0,0.9276867758689572,1.0,0.9563348969992871,0.9145764352186371,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,6.0
Col76,17521.0,6.0,0.0,38063.0,2.1724216654300554,2.0,1.168217677804953,1.3647325427359969,0.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,4.0,5.0,5.0
Col77,17521.0,6.0,0.0,32696.0,1.866103532903373,2.0,1.1770706734645764,1.3854953703303514,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0
Col78,17521.0,6.0,0.0,33017.0,1.8844244049997145,2.0,1.132716040763239,1.2830456290023478,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0
Col79,17521.0,6.0,0.0,26827.0,1.5311340676902003,2.0,1.096571721978437,1.2024695414427546,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0
Col80,17521.0,6.0,0.0,28997.0,1.6549854460361852,2.0,1.0693260322818592,1.1434581633156635,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0
Col81,17521.0,6.0,0.0,21807.0,1.2446207408252954,1.0,1.0257961465581407,1.0522577342935302,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,5.0
Col82,17521.0,6.0,0.0,24478.0,1.3970663774898693,1.0,1.006956658949486,1.0139617130027114,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0
Col83,17521.0,6.0,0.0,15602.0,0.8904742879972605,1.0,0.9127715133264651,0.8331518355402853,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,5.0
Col84,17521.0,3.0,0.0,15935.0,0.9094800525084185,1.0,0.6743183334293859,0.45470521479898435,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0
Col85,17521.0,3.0,0.0,15686.0,0.895268534900976,1.0,0.6814911866861966,0.46443023753096035,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0
Col86,17521.0,3.0,0.0,13605.0,0.7764967752982136,1.0,0.6595263180186163,0.4349749641591929,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0
Col87,17521.0,3.0,0.0,12871.0,0.7346041892586039,1.0,0.6562793581191751,0.4307025958933166,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0
Col88,17521.0,3.0,0.0,11622.0,0.663318303749786,1.0,0.6359167453001286,0.40439010695310873,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0
Col89,17521.0,3.0,0.0,10435.0,0.5955710290508532,1.0,0.6261161864918752,0.3920214789871286,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0
Col90,17521.0,3.0,0.0,9530.0,0.5439187261001085,0.0,0.6016745344860224,0.36201224544897176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0
Col91,17521.0,3.0,0.0,7520.0,0.4291992466183437,0.0,0.5693073209194329,0.32411082565246224,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0
Col92,16100.0,16069.0,8.110267678785457,28215.960272,1.7525441162732822,0.547373,15.049149624892042,226.47690443238827,-154.24414099999998,-0.7788281599999999,-0.3028195,-0.1486743,0.10013675,0.547373,1.605876,3.8281386000000004,6.21334905,16.294647090000037,1420.439834
Col93,15654.0,15532.0,10.655784487186805,33555.143306,2.143550741407951,0.22436699999999998,17.53546115881427,307.49239805228393,-210.023233,-0.9991886999999999,-0.9064928000000001,-0.5491678,-0.08948975,0.22436699999999998,1.00627625,4.07641400000001,9.006913649999957,32.856615849999955,1130.618948
Col94,14079.0,9.0,19.644997431653444,19365.0,1.3754528020455998,1.0,1.4041663819956909,1.9716832283268686,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,5.0,8.0
Col95,11221.0,11.0,35.95685177786656,11894.0,1.0599768291596114,1.0,1.1096977954940124,1.2314291973242708,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,10.0
Col96,13274.0,9.0,24.23948404771417,22033.0,1.65986138315504,1.0,1.5078406833374278,2.2735835263274815,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,5.0,10.0
Col98,12405.0,10.0,29.1992466183437,23126.0,1.864248286981056,2.0,1.5695063101704003,2.4633500576647047,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,5.0,5.0,10.0
Col100,11539.0,8.0,34.14188687860282,15109.0,1.3093855620071064,1.0,1.3472844468771006,1.8151753807969349,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,7.0
Col101,11842.0,11.0,32.41253353119114,13607.0,1.149045769295727,1.0,1.1904219780693135,1.4171044858704571,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,10.0
Col102,10470.0,8.0,40.24313680725986,15289.0,1.4602674307545367,1.0,1.414651552610003,2.001239015301892,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,5.0,7.0
Col103,9990.0,11.0,42.98270646652588,12819.0,1.2831831831831833,1.0,1.2568711847958376,1.5797251751700923,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,10.0
Col104,9509.0,10.0,45.72798356258204,14716.0,1.5475864970028395,1.0,1.4592241063828895,2.129334992648942,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,5.0,10.0
Col106,16099.0,16052.0,8.115975115575596,23145.414113999996,1.4376926587986694,0.40113200000000004,9.918548506629326,98.37760447835883,-154.24414099999998,-0.8006409600000001,-0.33356729999999996,-0.18563999999999994,0.032911499999999996,0.40113200000000004,1.26775,3.379791000000001,5.732518499999998,14.702709840000011,1043.172719
Col107,15637.0,15518.0,10.752810912619143,32688.564111000003,2.090462627805842,0.19354100000000002,17.141681108590884,293.83723122862165,-210.023233,-0.9992468800000001,-0.9100944,-0.5607761999999998,-0.10460499999999999,0.19354100000000002,0.94324,3.9439323999999987,9.043458999999991,33.35560031999982,1130.618948
Col108,13635.0,5.0,22.179099366474517,17127.0,1.2561056105610562,1.0,1.2579125889960845,1.5823440815548322,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,4.0
Col109,11182.0,5.0,36.17944181268192,11666.0,1.043283849043105,1.0,1.0714168424843398,1.1479340503591124,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,4.0
Col110,12635.0,5.0,27.886536156612063,18796.0,1.487613771270281,1.0,1.3275138951946441,1.7622931419348569,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,4.0,4.0
Col112,11612.0,5.0,33.72524399292278,19115.0,1.6461419221495006,2.0,1.3700097836057081,1.8769268071753593,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,4.0,4.0
Col114,11239.0,5.0,35.85411791564408,13599.0,1.2099830945813685,1.0,1.2175103147429154,1.4823313665053928,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,4.0
Col115,11736.0,5.0,33.017521830945725,13051.0,1.112048398091343,1.0,1.1271773931882771,1.2705288757147197,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,4.0
Col116,10089.0,5.0,42.41767022430227,13368.0,1.3250074338388345,1.0,1.253753311312342,1.5718973656266622,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,4.0
Col117,9875.0,5.0,43.6390616973917,12207.0,1.2361518987341773,1.0,1.1811467879447226,1.3951077346721357,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,4.0
Col118,9087.0,5.0,48.13652188802009,12580.0,1.3843952899746892,1.0,1.273353591738149,1.6214293695924447,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,4.0
Col120,17521.0,10.0,0.0,48801.0,2.7852862279550252,3.0,1.856437749596125,3.446361118125525,0.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,6.0,7.0,9.0
Col121,17521.0,9.0,0.0,16735.0,0.9551395468295188,1.0,1.060249488274589,1.124128977386528,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,8.0
Col122,17521.0,9.0,0.0,43502.0,2.482849152445637,3.0,1.7601158405848205,3.0980077722776094,0.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,5.0,6.0,8.0
Col123,17521.0,7.0,0.0,11959.0,0.6825523657325495,0.0,0.9204164563359369,0.8471664530940036,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,6.0
Col124,17521.0,8.0,0.0,36901.0,2.106101249928657,2.0,1.6303303475156796,2.657977042030597,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0
Col125,17521.0,6.0,0.0,6770.0,0.38639347069231206,0.0,0.7140195965189834,0.5098239842131319,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0
Col126,17521.0,8.0,0.0,28618.0,1.6333542606015639,2.0,1.4272836338139965,2.0371385713532866,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,5.0,7.0
Col127,17521.0,5.0,0.0,2133.0,0.12173962673363392,0.0,0.40327776440222796,0.16263295526125887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0
Col128,17521.0,6.0,0.0,43218.0,2.466640031961646,3.0,1.5887509650415683,2.5241296289205146,0.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0
Col129,17521.0,6.0,0.0,16592.0,0.9469779122196221,1.0,1.0464045443066399,1.0949624703455867,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,5.0
Col130,17521.0,6.0,0.0,38006.0,2.169168426459677,2.0,1.526115595841535,2.329028811870764,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0
Col131,17521.0,6.0,0.0,11854.0,0.676559557102905,0.0,0.9114963051352991,0.8308255142753023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,5.0
Col132,17521.0,6.0,0.0,31443.0,1.7945893499229495,2.0,1.4190832277258445,2.013797207212801,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,5.0,5.0
Col133,17521.0,5.0,0.0,6694.0,0.38205581873180755,0.0,0.7060775933908254,0.49854556788857984,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0
Col134,17521.0,6.0,0.0,23223.0,1.325438045773643,1.0,1.2413249720539183,1.5408876862446612,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,5.0
Col135,17521.0,5.0,0.0,2084.0,0.11894298270646653,0.0,0.3944624415713216,0.15560061781040832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0
Col136,17521.0,15.0,0.0,686.0,0.03915301638034359,0.0,0.4116691876018578,0.16947152002077356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0
Col137,17521.0,15.0,0.0,686.0,0.03915301638034359,0.0,0.4116691876018578,0.16947152002077356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0
Col160,17521.0,30.0,0.0,10831.0,0.618172478739798,0.0,4.107179744049726,16.868925449932373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,487.0
Col161,17521.0,29.0,0.0,10690.0,0.610124992865704,0.0,4.101980281220582,16.826242227522485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,487.0
Col162,16335.0,16278.0,6.769020033103133,81824.39041100001,5.0091454184878685,3.712599,3.9861113489426816,15.889083686169643,1.0,1.07324586,1.2536886,1.4220598,2.0147684999999997,3.712599,6.994422999999999,10.2626658,12.527871199999998,17.45556014,31.000827
Col163,16055.0,15841.0,8.367102334341647,5932.1171079999995,0.36948720697601783,0.311537,0.29592468447268283,0.08757141888025688,1.2e-05,0.0024092000000000002,0.0106897,0.023986800000000003,0.08996649999999999,0.311537,0.616916,0.8112898,0.8954325999999999,0.9894662599999999,1.0
Col164,16335.0,16277.0,6.769020033103133,79111.277199,4.8430533944903305,3.507083,3.983729515569894,15.870100853222745,1.0,1.0510987600000001,1.198512,1.3620994,1.888193,3.507083,6.6732445,10.1699736,12.434562099999999,17.460204519999998,31.000827
Col165,16055.0,15845.0,8.367102334341647,5922.399793999999,0.36888195540329893,0.310564,0.2958885877046597,0.0875500563338581,1.2e-05,0.00238078,0.010615600000000001,0.023942400000000003,0.08956,0.310564,0.6166185,0.8105136000000001,0.8954325999999999,0.9894662599999999,1.0
Col166,16331.0,16231.0,6.791849780263684,68603.46433,4.200812217867859,2.8451779999999998,3.8975466185838017,15.190869644034027,1.0,1.0035526000000001,1.0715080000000001,1.184597,1.580357,2.8451779999999998,5.353795,9.153839999999999,12.007910500000001,18.362437000000035,31.000827
Col167,15970.0,15648.0,8.85223446150334,5927.657081,0.3711745197870993,0.2979585,0.31647124889274886,0.10015405137573619,1.2e-05,0.0013981900000000001,0.007205250000000001,0.0168173,0.0702405,0.2979585,0.6407245,0.8584745,0.9495595499999998,0.999851,1.0
